release_year,FilmID,Title,Mood,Theme,NarrativeStyle,EmotionalTone,Description
1993,6230,The Three Musketeers,neutral,neutral,mystery,"Action, Adventure, Comedy","D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown. Genre: Action, Adventure, Comedy"
1989,6231,Star Trek V: The Final Frontier,neutral,neutral,drama,"Science Fiction, Action, Adventure, Thriller","The crew of the Federation starship Enterprise is called to Nimbus III, the Planet of Intergalactic Peace. They are to negotiate in a case of kidnapping only to find out that the kidnapper is a relative of Spock. This man is possessed by his life long search for the planet Shaka-Ri which is supposed to be the source of all life. Together they begin to search for this mysterious planet. Genre: Science Fiction, Action, Adventure, Thriller"
2017,6232,Five Nights at Freddy's: The Fan Movie,dark,"crime, family",neutral,"Horror, Thriller","What was once a place of joy and happiness is now a place of ruin and despair; haunted by a horrifying past, and the animatronic entertainers. Mike Schimdt, is tricked and now forced to work the night shift at the children's pizzeria ""Freddy Fazbear's Pizza"". While he is working the night shift, he notices strange behavior in the robots, who hunt him throughout the night. Now, not only will Mike have to survive the night shift, but he must also avoid being the next victim of a child killer who is responsible for the pizzeria's grieving past.. Genre: Horror, Thriller"
1994,6233,Maverick,heroic,neutral,action,"Action, Adventure, Comedy, Drama, Western","Maverick is a gambler who would rather con someone than fight them, and needs an additional three thousand dollars in order to enter a winner-takes-all poker game that begins in a few days, so he joins forces with a woman gambler with a marvellous southern accent, and the two try and enter the game. Genre: Action, Adventure, Comedy, Drama, Western"
1998,6234,A Perfect Murder,neutral,neutral,neutral,"Crime, Thriller, Drama","Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory. Genre: Crime, Thriller, Drama"
2017,6235,The Bad Batch,neutral,neutral,neutral,"Drama, Horror, Science Fiction","In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don’t play with your food. Genre: Drama, Horror, Science Fiction"
2015,6236,Dope,neutral,neutral,drama,"Crime, Drama, Comedy","Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself. Genre: Crime, Drama, Comedy"
2001,6237,Black Knight,neutral,neutral,neutral,"Comedy, Fantasy, Adventure","Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England. Genre: Comedy, Fantasy, Adventure"
2015,6238,Cosmic Sex,neutral,neutral,neutral,"Drama, Romance","Cosmic Sex is a 2014 art-house Independent Bengali Film written and directed by Amitabh Chakraborty and produced by Putul Mahmood. The film deals with the connection between Sex and Spirituality.Cosmic Sex is the story of a young man Kripa who is on the run from sex and violence one night in Kolkata when he meets a woman Sadhavi who strangely resembles his dead mother. She gives him shelter and teaches him to travel inwards through sex. The film deals with Dehotatva (worshipping through one’s own body) and explores the connection between Sex and Spirituality. The film stars Rii Sen who won the best actress award at Osian's Cinefan Festival of Asian and Arab Cinema for her bold act in the movie.[ Genre: Drama, Romance"
2004,6239,Along Came Polly,neutral,neutral,drama,"Comedy, Romance","Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there. Genre: Comedy, Romance"
1992,6240,Buffy the Vampire Slayer,neutral,neutral,neutral,"Action, Comedy, Horror","Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires. Genre: Action, Comedy, Horror"
2020,6241,Kill Chain,dark,neutral,neutral,Thriller,"A hotel room shootout between two assassins kicks off a long night where bodies fall like dominoes, as we follow a chain of crooked cops, gangsters, hitmen, a femme Fatale and an ex-mercenary through a relay of murder, betrayal, revenge and redemption. Genre: Thriller"
2008,6242,Blindness,neutral,neutral,neutral,"Drama, Mystery, Science Fiction, Thriller","When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine. Genre: Drama, Mystery, Science Fiction, Thriller"
1975,6243,The Beast,uplifting,family,drama,"Horror, Drama, Fantasy","The head of a failing French family thinks that fate has smiled down on him when the daughter of a wealthy man agrees to be married to his son. The daughter and her aunt then travel out to the French countryside to meet with the family, unaware that a mysterious 'beast' is stalking the vicinity. Genre: Horror, Drama, Fantasy"
2019,6244,Belzebuth,neutral,neutral,neutral,"Horror, Fantasy","While leading a police investigation of a massacre in a public school at the border of Mexico and U.S.A, special Agent Emanuel Ritter links this strange case to the coming and rising of the ancient demon Belzebuth. But in order to stop the trail of upcoming infanticides, Ritter shall have to confront himself before dealing with the forces of good and evil. Genre: Horror, Fantasy"
1995,6245,Leaving Las Vegas,neutral,neutral,neutral,"Drama, Romance","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera. Genre: Drama, Romance"
1999,6246,The Astronaut's Wife,neutral,neutral,drama,"Drama, Science Fiction, Thriller","When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person? Genre: Drama, Science Fiction, Thriller"
2019,6247,Soldier Boy,heroic,neutral,drama,"War, Drama","The film is based on real events. This is a story about exciting events that occurred in the life of the smallest soldier - the hero of the Great Patriotic War, six-year-old Sergei Aleshkov. He lost all his relatives and got into the army. With a six-year-old boy, they started playing the soldier game in order to preserve his childhood, and he, in order to comply with this honorary title, became a real defender of the Motherland. Genre: War, Drama"
2018,6248,Lean on Pete,neutral,neutral,neutral,"Drama, Adventure","Charley Thompson, a teenager living with his single father, gets a summer job working for horse trainer Del Montgomery. Bonding with an aging racehorse named Lean on Pete, Charley is horrified to learn he is bound for slaughter, and so he steals the horse, and the duo embark on an odyssey across the new American frontier. Genre: Drama, Adventure"
2018,6249,The Purity of Vengeance,neutral,neutral,neutral,"Crime, Thriller, Mystery, Drama","Copenhagen, Denmark, 2018. A frightening discovery is made in an old apartment. The subsequent investigation of Department Q members leads them to an infamous institution for girls that was suddenly closed in the early sixties. Genre: Crime, Thriller, Mystery, Drama"
2017,6250,Journey to the West: The Demons Strike Back,neutral,neutral,neutral,"Adventure, Fantasy, Action","Tang Monk brings three disciples on a journey to the West. On the outside, everything seems harmonious. However, tension is present beneath the surface, and their hearts and minds are not in agreement. After a series of demon-capturing events, the monk and his disciples gain mutual understanding of each others' hardships and unease. Finally, they resolve their inner conflict and work together to become an all-conquering, demon-exorcising team. Genre: Adventure, Fantasy, Action"
2016,6251,Thoroughbred,neutral,neutral,neutral,Thriller,"5 professionals rob a Horce Racetrack and a Casino Complex but when one of them makes too many mistakes, the police starts a deadliest manhunt to recover the money. Genre: Thriller"
